product_id,category_code
28718352,apparel.shoes
15100106,unknown
10502778,unknown
1005006,electronics.smartphone
1307071,computers.notebook
5701256,auto.accessories.player
1005104,electronics.smartphone
1307140,computers.notebook
5200134,computers.ebooks
17800474,computers.desktop
44500045,unknown
12706442,unknown
1004253,electronics.smartphone
45100031,unknown
1307073,computers.notebook
5301159,unknown
8800546,electronics.telephone
3701367,appliances.environment.vacuum
28703557,apparel.shoes.keds
1005132,electronics.smartphone
1004874,electronics.smartphone
31500053,unknown
1801739,electronics.video.tv
1004497,electronics.smartphone
9800413,unknown
15800174,unknown
1003310,electronics.smartphone
19200062,construction.tools.saw
1004653,electronics.smartphone
12300064,construction.tools.drill
32801092,unknown
3601343,appliances.kitchen.washer
42000048,unknown
8800744,electronics.telephone
1306276,computers.notebook
1002099,electronics.smartphone
1004873,electronics.smartphone
28715576,apparel.shoes.keds
2700598,appliances.kitchen.refrigerators
1004903,electronics.smartphone
4803977,electronics.audio.headphone
23900061,unknown
31500151,unknown
5700981,auto.accessories.player
1004133,electronics.smartphone
1004258,electronics.smartphone
2800505,appliances.kitchen.refrigerators
1004756,electronics.smartphone
6000072,auto.accessories.alarm
3601505,appliances.kitchen.washer
4803686,electronics.audio.headphone
7300482,unknown
1003709,electronics.smartphone
12500753,unknown
4802205,electronics.audio.headphone
12705968,unknown
1306653,computers.notebook
34800156,unknown
2700181,appliances.kitchen.refrigerators
26400629,unknown
12202301,sport.bicycle
15700013,unknown
1306752,computers.notebook
16600047,unknown
11600234,computers.desktop
28704575,apparel.shoes
6301423,appliances.kitchen.kettle
21406579,electronics.clocks
16900167,furniture.kitchen.table
15700008,unknown
5100719,electronics.clocks
1004566,electronics.smartphone
26400790,unknown
1801689,electronics.video.tv
1307238,computers.notebook
3100780,appliances.kitchen.blender
26601188,unknown
15900092,unknown
1005149,electronics.smartphone
14701412,furniture.living_room.cabinet
1002544,electronics.smartphone
4802708,electronics.audio.headphone
17300948,unknown
3700898,appliances.environment.vacuum
13300100,unknown
7900440,furniture.kitchen.chair
4803585,electronics.audio.headphone
1004739,electronics.smartphone
1005014,electronics.smartphone
26400304,unknown
22100089,unknown
31501013,unknown
3300365,unknown
1004730,electronics.smartphone
6902657,furniture.living_room.chair
12500322,unknown
26300163,unknown
17300768,unknown
1004249,electronics.smartphone
15200136,unknown
12710449,unknown
14700100,furniture.living_room.cabinet
6000157,auto.accessories.alarm
1801710,electronics.video.tv
10701107,unknown
26402783,unknown
1401684,computers.desktop
12703498,unknown
4502339,appliances.kitchen.hob
1307349,computers.notebook
11300043,electronics.telephone
5100337,electronics.clocks
3700755,appliances.environment.vacuum
19100051,construction.tools.saw
26203012,unknown
1004886,electronics.smartphone
1802020,electronics.video.tv
6200711,appliances.environment.air_heater
1307135,computers.notebook
10800098,unknown
1005007,electronics.smartphone
26402843,unknown
26201191,unknown
12702824,unknown
5100375,electronics.clocks
8500123,unknown
1307240,computers.notebook
44500031,unknown
22700323,unknown
3700171,appliances.environment.vacuum
4801335,electronics.audio.headphone
2800399,appliances.kitchen.refrigerators
1701219,computers.peripherals.monitor
5000184,appliances.sewing_machine
1004958,electronics.smartphone
31700028,unknown
17200728,furniture.living_room.sofa
2700437,appliances.kitchen.refrigerators
1004720,electronics.smartphone
1005062,electronics.smartphone
1005157,electronics.smartphone
1801569,electronics.video.tv
12701416,unknown
26203528,unknown
8800045,electronics.telephone
1004503,electronics.smartphone
17300983,unknown
6200524,appliances.environment.air_heater
1004776,electronics.smartphone
45300070,kids.swing
4804301,electronics.audio.headphone
5301123,unknown
1801766,electronics.video.tv
3700777,appliances.environment.vacuum
3300317,unknown
12714112,unknown
3300488,unknown
15100220,unknown
5100857,electronics.clocks
2602155,unknown
22700045,unknown
28100119,unknown
1003307,electronics.smartphone
1004950,electronics.smartphone
5000246,appliances.sewing_machine
3900834,appliances.environment.water_heater
21100406,unknown
1005129,electronics.smartphone
15100222,unknown
12100631,kids.skates
1002528,electronics.smartphone
1003317,electronics.smartphone
28300484,accessories.wallet
17900275,construction.tools.generator
28718154,apparel.shoes.keds
28717850,apparel.shoes
3200239,appliances.kitchen.meat_grinder
22700193,unknown
2200480,unknown
1307420,computers.notebook
1004863,electronics.smartphone
2900852,appliances.kitchen.microwave
1004788,electronics.smartphone
1004781,electronics.smartphone
1005121,electronics.smartphone
13200834,furniture.bedroom.bed
4700589,auto.accessories.videoregister
26300077,unknown
2400745,appliances.kitchen.hood
23900196,unknown
1480595,computers.desktop
26400322,unknown
28715452,apparel.shoes.keds
31501044,unknown
29501909,unknown
19200138,construction.tools.saw
1004144,electronics.smartphone
1005015,electronics.smartphone
14100279,electronics.audio.acoustic
3100605,appliances.kitchen.blender
12400173,construction.tools.drill
17300809,unknown
28100141,unknown
2900936,appliances.kitchen.microwave
17300555,unknown
44500063,unknown
1004867,electronics.smartphone
1004872,electronics.smartphone
1307377,computers.notebook
6100017,auto.accessories.radar
3700338,appliances.environment.vacuum
26403199,unknown
3601437,appliances.kitchen.washer
26800012,unknown
8500087,unknown
14100634,electronics.audio.acoustic
16900118,furniture.kitchen.table
13201178,furniture.bedroom.bed
4803981,electronics.audio.headphone
17300751,unknown
5100718,electronics.clocks
28713436,apparel.shoes
28100632,unknown
21406039,electronics.clocks
4802448,electronics.audio.headphone
26403392,unknown
4700497,auto.accessories.videoregister
12706655,unknown
51000021,appliances.environment.vacuum
5300763,unknown
41100059,unknown
12300903,construction.tools.drill
5700897,auto.accessories.player
12703015,unknown
6200705,appliances.environment.air_heater
12717778,unknown
1004937,electronics.smartphone
1004978,electronics.smartphone
26300074,unknown
1004948,electronics.smartphone
5100565,electronics.clocks
7900579,furniture.kitchen.chair
1801929,electronics.video.tv
1004785,electronics.smartphone
1005099,electronics.smartphone
27700847,construction.tools.pump
41000012,unknown
3601496,appliances.kitchen.washer
14300026,unknown
41600019,unknown
12704544,unknown
4100189,unknown
26500313,unknown
5100570,electronics.clocks
42600162,unknown
1005161,electronics.smartphone
1005151,electronics.smartphone
12706257,unknown
1801623,electronics.video.tv
13200019,furniture.bedroom.bed
8500088,unknown
26300095,unknown
30000171,construction.tools.welding
16900090,furniture.kitchen.table
5100724,unknown
4300256,unknown
9300102,unknown
16800356,furniture.kitchen.table
15100344,unknown
3600666,appliances.kitchen.washer
1004252,electronics.smartphone
8500116,unknown
11800008,unknown
1306184,computers.notebook
5100096,electronics.clocks
13103928,unknown
14100481,electronics.audio.acoustic
1002974,electronics.smartphone
1004235,electronics.smartphone
12711088,unknown
3500009,unknown
1004904,electronics.smartphone
5301499,unknown
1700598,computers.peripherals.monitor
1004849,electronics.smartphone
1005171,electronics.smartphone
7004492,kids.carriage
22600025,auto.accessories.compressor
12702058,unknown
28400311,accessories.bag
1480163,computers.desktop
1500349,computers.peripherals.printer
5100551,electronics.clocks
26500144,unknown
31501004,unknown
1801544,electronics.video.tv
1004749,electronics.smartphone
1306607,computers.notebook
1003363,electronics.smartphone
5301323,unknown
1500075,computers.peripherals.printer
6800934,computers.components.hdd
15100370,unknown
1005156,electronics.smartphone
1004669,electronics.smartphone
1004402,electronics.smartphone
21410656,electronics.clocks
5100577,electronics.clocks
3200280,appliances.kitchen.meat_grinder
5000470,appliances.sewing_machine
11400446,unknown
1004208,electronics.smartphone
4803031,electronics.audio.headphone
2501196,appliances.kitchen.oven
1004708,electronics.smartphone
1005164,electronics.smartphone
1306873,computers.notebook
44700008,unknown
1004791,electronics.smartphone
3700766,appliances.environment.vacuum
8500134,unknown
41100000,unknown
26400268,unknown
12600025,appliances.kitchen.grill
5700791,auto.accessories.player
13200667,furniture.bedroom.bed
4501523,appliances.kitchen.hob
5301260,unknown
26203498,unknown
26601429,unknown
3500149,unknown
3100074,appliances.kitchen.blender
28719076,apparel.shoes
1004972,electronics.smartphone
1004956,electronics.smartphone
2602007,unknown
1801849,electronics.video.tv
26300076,unknown
18600003,unknown
1004666,electronics.smartphone
5100571,electronics.clocks
13200636,furniture.bedroom.bed
7200606,unknown
5100826,unknown
15100100,unknown
1004750,electronics.smartphone
1004460,electronics.smartphone
3600661,appliances.kitchen.washer
11400100,unknown
3800310,appliances.iron
5000363,appliances.sewing_machine
15700046,unknown
14700512,furniture.living_room.cabinet
26402537,unknown
1480647,computers.desktop
1480558,computers.desktop
7101909,furniture.bedroom.bed
12719663,unknown
31501072,unknown
1306951,computers.notebook
16000643,unknown
15901671,unknown
14700574,furniture.living_room.cabinet
2702481,appliances.kitchen.refrigerators
15100008,unknown
4100126,unknown
12300489,construction.tools.drill
3601250,appliances.kitchen.washer
28717030,apparel.shoes.keds
2600253,unknown
4802930,electronics.audio.headphone
27600090,unknown
2401877,appliances.kitchen.hood
2601860,unknown
1307061,computers.notebook
3200514,appliances.kitchen.meat_grinder
11400662,unknown
1201474,electronics.tablet
1005178,electronics.smartphone
6200136,appliances.environment.air_heater
26300094,unknown
17100067,unknown
6200156,appliances.environment.air_heater
28717851,apparel.shoes
1307354,computers.notebook
32400532,unknown
25800001,medicine.tools.tonometer
26300075,unknown
1003965,electronics.smartphone
17302111,unknown
3601448,appliances.kitchen.washer
40800000,unknown
21407374,electronics.clocks
3700851,appliances.environment.vacuum
28719464,apparel.shoes
9600071,unknown
17300358,unknown
18000903,unknown
13300159,unknown
3700852,appliances.environment.vacuum
5301621,unknown
17200504,furniture.living_room.sofa
1307336,computers.notebook
15700108,unknown
1801805,electronics.video.tv
22700422,unknown
1306830,computers.notebook
1003535,electronics.smartphone
17900037,construction.tools.generator
1004446,electronics.smartphone
1005153,electronics.smartphone
12710973,unknown
23700003,furniture.bedroom.blanket
12719458,unknown
5300157,unknown
5100771,unknown
5701087,auto.accessories.player
10900384,appliances.kitchen.mixer
17200229,furniture.living_room.sofa
29501042,unknown
29502151,unknown
1004665,electronics.smartphone
26402905,unknown
4100219,unknown
1005107,electronics.smartphone
1004801,electronics.smartphone
1004838,electronics.smartphone
1305567,computers.notebook
25800005,medicine.tools.tonometer
1005009,electronics.smartphone
13100548,unknown
1306922,computers.notebook
1004199,electronics.smartphone
15100103,unknown
1500440,computers.peripherals.printer
26402786,unknown
12703300,unknown
8500086,unknown
1004238,electronics.smartphone
12711192,unknown
3801058,appliances.iron
21409687,electronics.clocks
17200625,furniture.living_room.sofa
1003910,electronics.smartphone
26400639,unknown
29501514,unknown
5100834,unknown
26203644,unknown
7101637,furniture.bedroom.bed
12702930,unknown
5300480,unknown
28715222,apparel.shoes
14701293,furniture.living_room.cabinet
42300030,furniture.living_room.cabinet
5300012,unknown
15100367,unknown
15700042,unknown
12711147,unknown
1480153,computers.desktop
1004225,electronics.smartphone
6400361,computers.components.cpu
2701818,appliances.kitchen.refrigerators
42000001,unknown
5400535,unknown
4700660,auto.accessories.videoregister
3601522,appliances.kitchen.washer
2501799,appliances.kitchen.oven
12705009,unknown
10701052,unknown
9101313,computers.peripherals.mouse
7004618,kids.carriage
41600036,unknown
6701085,computers.components.videocards
44100015,unknown
1801548,electronics.video.tv
1004565,electronics.smartphone
1003316,electronics.smartphone
2602045,unknown
28717974,apparel.shoes
28400989,accessories.bag
22200019,unknown
2701116,appliances.kitchen.refrigerators
3900685,appliances.environment.water_heater
10100202,unknown
41200013,unknown
1004648,electronics.smartphone
3500307,unknown
10800004,unknown
1480368,computers.desktop
2702282,appliances.kitchen.refrigerators
4804134,electronics.audio.headphone
26203437,unknown
25509727,unknown
5801525,electronics.audio.subwoofer
26201001,unknown
2240068,unknown
5301629,unknown
1005114,electronics.smartphone
26402662,unknown
1004858,electronics.smartphone
7003254,kids.carriage
3601511,appliances.kitchen.washer
3700869,appliances.environment.vacuum
1005067,electronics.smartphone
1005142,electronics.smartphone
6000205,auto.accessories.alarm
6301819,appliances.kitchen.kettle
1307074,computers.notebook
28100907,unknown
1005159,electronics.smartphone
38900027,unknown
1005126,electronics.smartphone
12709271,unknown
1003549,electronics.smartphone
26402365,unknown
43900051,unknown
21410498,electronics.clocks
4804451,electronics.audio.headphone
15100118,unknown
14100555,electronics.audio.acoustic
1005139,electronics.smartphone
12100563,kids.skates
7004513,kids.carriage
21400237,electronics.clocks
15900119,unknown
12201345,sport.bicycle
17300748,unknown
6300739,appliances.kitchen.kettle
12300484,construction.tools.drill
3701468,appliances.environment.vacuum
1004897,electronics.smartphone
5000506,appliances.sewing_machine
15100147,unknown
3700791,appliances.environment.vacuum
13700323,unknown
34800248,unknown
12709470,unknown
1004840,electronics.smartphone
5100748,electronics.clocks
3100163,appliances.kitchen.blender
43900076,unknown
13200516,furniture.bedroom.bed
12600045,appliances.kitchen.grill
29501824,unknown
1004496,electronics.smartphone
28100620,unknown
15700037,unknown
2400666,appliances.kitchen.hood
28717908,apparel.shoes
5500184,unknown
5000108,appliances.sewing_machine
9800273,unknown
1801750,electronics.video.tv
6200523,appliances.environment.air_heater
2702063,appliances.kitchen.refrigerators
1004250,electronics.smartphone
17400154,unknown
1004793,electronics.smartphone
28704107,apparel.shoes.keds
9600059,unknown
5100818,unknown
25509898,unknown
8800750,electronics.telephone
1004159,electronics.smartphone
2701737,appliances.kitchen.refrigerators
6000094,auto.accessories.alarm
1004961,electronics.smartphone
1801772,electronics.video.tv
26200580,unknown
3601063,appliances.kitchen.washer
5300712,unknown
19200048,construction.tools.saw
3601475,appliances.kitchen.washer
1307316,computers.notebook
3900380,appliances.environment.water_heater
1005168,electronics.smartphone
6200141,appliances.environment.air_heater
22700202,unknown
10900004,appliances.kitchen.mixer
1801853,electronics.video.tv
26300080,unknown
22700565,unknown
2701399,appliances.kitchen.refrigerators
5900140,unknown
1005068,electronics.smartphone
40200413,unknown
1003484,electronics.smartphone
28717654,apparel.shoes
28717519,apparel.shoes
7100133,furniture.bedroom.bed
6701037,computers.components.videocards
1801806,electronics.video.tv
12702523,unknown
12701400,unknown
18000929,unknown
1801989,electronics.video.tv
4804102,electronics.audio.headphone
30900616,computers.components.cooler
2701306,appliances.kitchen.refrigerators
1201465,electronics.tablet
6701121,computers.components.videocards
11000006,appliances.kitchen.toster
34700079,unknown
18000931,unknown
6200259,appliances.environment.air_heater
5701247,auto.accessories.player
21100402,unknown
8500305,unknown
2800594,appliances.kitchen.refrigerators
2402807,appliances.kitchen.hood
1004768,electronics.smartphone
15100188,unknown
26204031,unknown
3601195,appliances.kitchen.washer
26013686,unknown
1005155,electronics.smartphone
5100503,unknown
1005112,electronics.smartphone
4700596,auto.accessories.videoregister
2600158,unknown
15100214,unknown
41900000,appliances.environment.vacuum
12701103,unknown
18000656,unknown
6000207,auto.accessories.alarm
17301681,unknown
1005152,electronics.smartphone
9300087,unknown
5100269,electronics.clocks
28715419,apparel.shoes
16400014,unknown
46800011,appliances.kitchen.refrigerators
16400001,unknown
2900636,appliances.kitchen.microwave
1801516,electronics.video.tv
12720045,unknown
1801883,electronics.video.tv
1306185,computers.notebook
1004871,electronics.smartphone
3300269,unknown
10800170,unknown
27000020,sport.trainer
1005031,electronics.smartphone
13700183,unknown
1005116,electronics.smartphone
25600046,unknown
2400216,appliances.kitchen.hood
26400194,unknown
1002629,electronics.smartphone
1004848,electronics.smartphone
15900133,unknown
1004432,electronics.smartphone
5801519,electronics.audio.subwoofer
4500039,appliances.kitchen.hob
13200282,furniture.bedroom.bed
26402004,unknown
12711846,unknown
5701245,auto.accessories.player
1004670,electronics.smartphone
16000305,unknown
26300081,unknown
22900039,furniture.bedroom.pillow
1801829,electronics.video.tv
12711271,unknown
17900043,construction.tools.generator
26400291,unknown
12400024,construction.tools.drill
22600013,auto.accessories.compressor
1005002,electronics.smartphone
4802273,electronics.audio.headphone
19200119,construction.tools.saw
1306610,computers.notebook
5801188,electronics.audio.subwoofer
2601500,unknown
2601415,unknown
11800010,unknown
5100257,electronics.clocks
1401872,computers.desktop
34200182,unknown
21404126,electronics.clocks
4803437,electronics.audio.headphone
13200331,furniture.bedroom.bed
3701404,appliances.environment.vacuum
1307325,computers.notebook
7004806,kids.carriage
1005148,electronics.smartphone
1201466,electronics.tablet
22400002,electronics.audio.microphone
3200360,appliances.kitchen.meat_grinder
1004792,electronics.smartphone
26400760,unknown
5400685,unknown
1004564,electronics.smartphone
26400526,unknown
12716811,unknown
1306686,computers.notebook
1307370,computers.notebook
1003293,electronics.smartphone
1306315,computers.notebook
12701282,unknown
12713526,unknown
10800025,unknown
2701305,appliances.kitchen.refrigerators
15100148,unknown
1005025,electronics.smartphone
4100214,unknown
12000029,unknown
12718335,unknown
12301271,construction.tools.drill
38800013,unknown
12500527,unknown
22700131,unknown
26402616,unknown
3200573,appliances.kitchen.meat_grinder
26800051,unknown
2702263,appliances.kitchen.refrigerators
1004805,electronics.smartphone
1306719,computers.notebook
1004884,electronics.smartphone
1480607,computers.desktop
6300731,appliances.kitchen.kettle
28714298,apparel.shoes.keds
6800526,computers.components.hdd
48300007,unknown
43900027,unknown
19100329,construction.tools.saw
3100877,appliances.kitchen.blender
1801712,electronics.video.tv
1480580,computers.desktop
2601884,unknown
1005158,electronics.smartphone
3700412,appliances.environment.vacuum
11500108,unknown
1005113,electronics.smartphone
15700227,unknown
25600057,unknown
16700532,furniture.kitchen.chair
1003712,electronics.smartphone
1004766,electronics.smartphone
26403328,unknown
4400189,appliances.kitchen.coffee_machine
23700111,furniture.bedroom.blanket
2201038,unknown
23000195,unknown
6100216,auto.accessories.radar
6000227,auto.accessories.alarm
12710001,unknown
22700804,unknown
1306839,computers.notebook
26300102,unknown
17301699,unknown
26403246,unknown
26300105,unknown
6000241,auto.accessories.alarm
1004991,electronics.smartphone
12707977,unknown
6501015,computers.components.motherboard
23800009,unknown
6000271,auto.accessories.alarm
1005169,electronics.smartphone
15200496,unknown
4000197,construction.tools.generator
28718453,apparel.shoes.keds
26400279,unknown
1004876,electronics.smartphone
26021306,unknown
3100782,appliances.kitchen.blender
21401444,electronics.clocks
1003312,electronics.smartphone
1800944,electronics.video.tv
1304297,computers.notebook
25200100,unknown
1306650,computers.notebook
21402696,electronics.clocks
1004230,electronics.smartphone
15700000,unknown
32403453,unknown
1307398,computers.notebook
4300070,unknown
16000960,unknown
11500326,unknown
28101566,unknown
28714345,apparel.shoes.keds
26200132,unknown
13100340,unknown
21500036,sport.ski
5000682,appliances.sewing_machine
2800656,appliances.kitchen.refrigerators
8800777,electronics.telephone
2701647,appliances.kitchen.refrigerators
31501025,unknown
1004869,electronics.smartphone
1005070,electronics.smartphone
11900142,unknown
26402516,unknown
13200021,furniture.bedroom.bed
28716628,apparel.shoes.keds
26201000,unknown
12718695,unknown
4803976,electronics.audio.headphone
2800203,appliances.kitchen.refrigerators
11500120,unknown
2601682,unknown
16400204,unknown
1801930,electronics.video.tv
1004892,electronics.smartphone
3701164,appliances.environment.vacuum
3601009,appliances.kitchen.washer
26403252,unknown
3300337,unknown
50500005,unknown
1004428,electronics.smartphone
10700837,unknown
4201417,appliances.environment.air_conditioner
5100736,electronics.clocks
5801520,electronics.audio.subwoofer
3800979,appliances.iron
4700272,auto.accessories.videoregister
5700993,auto.accessories.player
3000097,appliances.kitchen.steam_cooker
34800140,unknown
22700524,unknown
1004426,electronics.smartphone
26400634,unknown
1801771,electronics.video.tv
14400029,unknown
49100004,unknown
34600095,unknown
4400260,appliances.kitchen.coffee_machine
26600075,unknown
1003371,electronics.smartphone
12711633,unknown
27700044,construction.tools.pump
12300304,construction.tools.drill
1801892,electronics.video.tv
12000011,unknown
18100049,unknown
10701098,unknown
1004755,electronics.smartphone
6000124,auto.accessories.alarm
4700542,auto.accessories.videoregister
2600218,unknown
26400177,unknown
5100853,electronics.clocks
6200518,appliances.environment.air_heater
28715985,apparel.shoes.keds
26600064,unknown
7900973,furniture.kitchen.chair
4700478,auto.accessories.videoregister
18400006,unknown
2700588,appliances.kitchen.refrigerators
15900061,unknown
5100859,unknown
16000850,unknown
6301263,appliances.kitchen.kettle
9400029,unknown
1004251,electronics.smartphone
26400764,unknown
3601485,appliances.kitchen.washer
26203845,unknown
5800381,electronics.audio.subwoofer
28719071,apparel.shoes.keds
22400121,electronics.audio.microphone
1004026,electronics.smartphone
8500471,unknown
2702024,appliances.kitchen.refrigerators
28714219,apparel.shoes.moccasins
3500138,unknown
5100329,electronics.clocks
28300305,accessories.wallet
15100251,unknown
18600017,unknown
1307013,computers.notebook
30400012,unknown
10800172,unknown
28715678,apparel.shoes
1005138,electronics.smartphone
26402328,unknown
7005618,kids.carriage
42000051,unknown
15100376,unknown
1201500,electronics.tablet
10701101,unknown
48600053,unknown
1003942,electronics.smartphone
2602121,unknown
8801048,electronics.telephone
12706258,unknown
12705188,unknown
2800645,appliances.kitchen.refrigerators
1201512,electronics.tablet
28300186,accessories.wallet
28713027,apparel.shoes
6200315,appliances.environment.air_heater
26300355,unknown
26402505,unknown
1002542,electronics.smartphone
1305948,computers.notebook
15200175,unknown
1004902,electronics.smartphone
28716584,apparel.shoes
14400019,unknown
1005093,electronics.smartphone
26201844,unknown
3700837,appliances.environment.vacuum
6300361,appliances.kitchen.kettle
28708392,apparel.shoes.keds
1307036,computers.notebook
6801083,computers.components.hdd
16600087,unknown
34800270,unknown
26300349,unknown
1004573,electronics.smartphone
26300089,unknown
1005069,electronics.smartphone
28100854,unknown
28713438,apparel.shoes
1307188,computers.notebook
42000047,unknown
1005118,electronics.smartphone
4801976,electronics.audio.headphone
21401948,electronics.clocks
3600990,appliances.kitchen.washer
22700065,unknown
4803780,electronics.audio.headphone
1003768,electronics.smartphone
12400301,construction.tools.drill
41200009,unknown
21406322,electronics.clocks
15500139,unknown
1600528,computers.peripherals.printer
28712282,apparel.shoes
3601339,appliances.kitchen.washer
1005144,electronics.smartphone
1201295,electronics.tablet
12701992,unknown
