product_id,brand,category,price,price_category,popularity_score,conversion_rate,view,cart,purchase
1005014,samsung,electronics.smartphone,614.55,luxury,319,0.017543859649122806,273,7,5
1004237,apple,electronics.smartphone,1081.98,luxury,318,0.044,227,12,11
1005073,samsung,electronics.smartphone,1207.71,luxury,307,0.0299625468164794,255,4,8
1004872,samsung,electronics.smartphone,286.35,luxury,294,0.029661016949152543,214,15,7
1004433,samsung,electronics.smartphone,257.15,premium,290,0.022556390977443608,260,0,6
1005003,huawei,electronics.smartphone,258.21,luxury,289,0.015810276679841896,239,10,4
1004794,xiaomi,electronics.smartphone,241.96,premium,286,0.02,237,8,5
1005098,samsung,electronics.smartphone,154.42,premium,283,0.04,205,11,9
1003316,apple,electronics.smartphone,946.97,luxury,282,0.025,225,9,6
1004720,huawei,electronics.smartphone,130.65,premium,282,0.016260162601626018,232,10,4
1005031,xiaomi,electronics.smartphone,205.56,premium,275,0.012244897959183673,233,9,3
1005006,xiaomi,electronics.smartphone,90.59,mid-range,274,0.037037037037037035,195,13,8
1003312,apple,electronics.smartphone,711.59,luxury,270,0.039603960396039604,176,18,8
1004788,xiaomi,electronics.smartphone,133.68,premium,267,0.013333333333333334,207,15,3
1004321,huawei,electronics.smartphone,243.25,premium,267,0.007905138339920948,248,3,2
4803977,samsung,electronics.audio.headphone,107.8,mid-range,264,0.013513513513513514,204,15,3
1004227,apple,electronics.smartphone,1013.36,luxury,259,0.047619047619047616,163,17,9
1004835,samsung,electronics.smartphone,230.89,premium,250,0.028846153846153848,193,9,6
1004839,oppo,electronics.smartphone,179.39,premium,249,0.04145077720207254,173,12,8
1004863,samsung,electronics.smartphone,174.76,premium,242,0.06321839080459771,151,12,11
3600661,samsung,appliances.kitchen.washer,295.49,luxury,241,0.0182648401826484,212,3,4
1004566,huawei,electronics.smartphone,177.2,premium,239,0.03553299492385787,183,7,7
1004875,samsung,electronics.smartphone,388.68,luxury,233,0.014634146341463415,194,8,3
1004665,samsung,electronics.smartphone,871.14,luxury,230,0.025510204081632654,184,7,5
1005157,xiaomi,electronics.smartphone,282.89,luxury,224,0.004545454545454545,219,0,1
1003310,apple,electronics.smartphone,747.23,luxury,219,0.026455026455026454,179,5,5
1002547,apple,electronics.smartphone,470.8,luxury,218,0.027472527472527472,169,8,5
1004250,apple,electronics.smartphone,805.5,luxury,218,0.026595744680851064,178,5,5
1004934,vivo,electronics.smartphone,231.64,premium,217,0.004739336492890996,209,1,1
1005015,samsung,electronics.smartphone,604.88,luxury,217,0.01015228426395939,189,6,2
12703015,cordiant,unknown,42.99,budget,216,0.015957446808510637,177,8,3
1004749,samsung,electronics.smartphone,203.35,premium,210,0.030120481927710843,149,12,5
1004766,samsung,electronics.smartphone,253.33,premium,209,0.017341040462427744,158,12,3
3700926,samsung,appliances.environment.vacuum,64.08,mid-range,204,0.016853932584269662,168,7,3
1307073,acer,computers.notebook,669.0,luxury,203,0.027624309392265192,175,1,5
1005116,apple,electronics.smartphone,1052.79,luxury,203,0.03592814371257485,155,6,6
4802036,apple,electronics.audio.headphone,171.56,premium,199,0.050955414012738856,144,5,8
1003304,apple,electronics.smartphone,587.52,luxury,196,0.011111111111111112,174,4,2
1005132,apple,electronics.smartphone,1413.16,luxury,193,0.024539877300613498,152,7,4
1005121,apple,electronics.smartphone,949.83,luxury,191,0.06976744186046512,107,13,9
6000094,starline,auto.accessories.alarm,121.24,premium,189,0.031055900621118012,152,4,5
1005161,xiaomi,electronics.smartphone,231.41,premium,189,0.011049723756906077,179,0,2
1003549,samsung,electronics.smartphone,344.64,luxury,189,0.0,189,0,0
1004874,samsung,electronics.smartphone,383.51,luxury,188,0.03896103896103896,143,5,6
1005118,apple,electronics.smartphone,975.57,luxury,188,0.05263157894736842,142,2,8
1005158,xiaomi,electronics.smartphone,308.63,luxury,185,0.0,185,0,0
1004805,xiaomi,electronics.smartphone,138.47,premium,185,0.031055900621118012,154,2,5
1005102,xiaomi,electronics.smartphone,463.04,luxury,183,0.012269938650306749,155,6,2
5100337,apple,electronics.clocks,311.87,luxury,183,0.050359712230215826,124,8,7
22700129,stels,unknown,72.05,mid-range,182,0.017857142857142856,164,1,3
1004653,samsung,electronics.smartphone,636.05,luxury,181,0.012269938650306749,156,5,2
1004709,huawei,electronics.smartphone,155.77,premium,179,0.020689655172413793,131,11,3
1004990,oppo,electronics.smartphone,257.38,premium,178,0.005747126436781609,173,0,1
1005069,vivo,electronics.smartphone,321.73,luxury,177,0.01818181818181818,162,0,3
1004792,xiaomi,electronics.smartphone,456.45,luxury,176,0.006329113924050633,150,7,1
5100577,samsung,electronics.clocks,296.97,luxury,174,0.05384615384615385,115,8,7
1004133,xiaomi,electronics.smartphone,135.99,premium,174,0.012345679012345678,158,2,2
1004956,xiaomi,electronics.smartphone,395.1,luxury,172,0.012345679012345678,159,1,2
5700619,jvc,auto.accessories.player,46.33,budget,172,0.01875,157,0,3
4803878,xiaomi,electronics.audio.headphone,43.24,budget,170,0.02702702702702703,141,3,4
3601244,lg,appliances.kitchen.washer,339.75,luxury,168,0.043478260869565216,129,3,6
1005099,samsung,electronics.smartphone,154.42,premium,167,0.04580152671755725,119,6,6
1005124,apple,electronics.smartphone,1634.51,luxury,167,0.027586206896551724,138,3,4
1002099,samsung,electronics.smartphone,370.41,luxury,166,0.006172839506172839,161,0,1
1005004,huawei,electronics.smartphone,257.36,premium,166,0.03389830508474576,98,16,4
1801739,samsung,electronics.video.tv,282.2,luxury,164,0.02054794520547945,140,3,3
1005007,xiaomi,electronics.smartphone,102.65,mid-range,164,0.014925373134328358,121,11,2
1002629,apple,electronics.smartphone,377.29,luxury,163,0.02097902097902098,136,4,3
1004886,oppo,electronics.smartphone,153.04,premium,161,0.006993006993006993,135,7,1
1801882,samsung,electronics.video.tv,422.09,luxury,161,0.029197080291970802,129,4,4
15100337,unknown,unknown,257.15,premium,159,0.0064516129032258064,154,0,1
1004871,samsung,electronics.smartphone,286.68,luxury,159,0.043478260869565216,98,12,5
10701101,ea,unknown,74.36,mid-range,159,0.08737864077669903,84,10,9
5100503,xiaomi,unknown,23.15,budget,158,0.00684931506849315,141,4,1
22700084,force,unknown,241.94,premium,158,0.0,158,0,0
1004210,samsung,electronics.smartphone,95.21,mid-range,157,0.031007751937984496,119,6,4
1004496,meizu,electronics.smartphone,71.79,mid-range,156,0.030303030303030304,124,4,4
1306650,acer,computers.notebook,437.57,luxury,155,0.006622516556291391,150,0,1
3600163,indesit,appliances.kitchen.washer,179.67,premium,155,0.014388489208633094,133,4,2
1003769,huawei,electronics.smartphone,463.07,luxury,155,0.0,155,0,0
1005101,xiaomi,electronics.smartphone,450.46,luxury,154,0.06779661016949153,108,2,8
1004904,huawei,electronics.smartphone,110.35,premium,153,0.023255813953488372,120,6,3
1004840,huawei,electronics.smartphone,963.27,luxury,151,0.006993006993006993,140,2,1
1307067,lenovo,computers.notebook,251.74,premium,150,0.029850746268656716,130,0,4
5100376,xiaomi,electronics.clocks,68.01,mid-range,150,0.0,147,1,0
1004748,huawei,electronics.smartphone,130.95,premium,148,0.02727272727272727,94,13,3
1004402,xiaomi,electronics.smartphone,164.17,premium,148,0.014925373134328358,129,3,2
1004238,apple,electronics.smartphone,1206.4,luxury,148,0.043859649122807015,102,7,5
3600666,samsung,appliances.kitchen.washer,319.14,luxury,146,0.03076923076923077,126,0,4
1004776,xiaomi,electronics.smartphone,185.08,premium,146,0.034482758620689655,105,7,4
1005159,xiaomi,electronics.smartphone,231.41,premium,146,0.014492753623188406,136,0,2
3601485,lg,appliances.kitchen.washer,308.65,luxury,144,0.022727272727272728,129,0,3
1002634,apple,electronics.smartphone,377.03,luxury,143,0.04504504504504504,100,6,5
1306185,acer,computers.notebook,386.08,luxury,142,0.014925373134328358,132,0,2
1005021,oppo,electronics.smartphone,386.06,luxury,142,0.007692307692307693,125,4,1
1004888,samsung,electronics.smartphone,231.64,premium,142,0.034482758620689655,107,5,4
28600026,unknown,unknown,399.73,luxury,142,0.0,142,0,0
26300094,lucente,unknown,583.28,luxury,140,0.03225806451612903,120,0,4
1004961,oppo,electronics.smartphone,179.38,premium,140,0.046296296296296294,97,6,5
1005160,xiaomi,electronics.smartphone,231.41,premium,138,0.007462686567164179,133,0,1
1005153,xiaomi,electronics.smartphone,231.64,premium,138,0.015384615384615385,128,0,2
1004905,huawei,electronics.smartphone,110.27,premium,138,0.0392156862745098,88,10,4
5701166,unknown,auto.accessories.player,136.4,premium,137,0.0,137,0,0
2702277,lg,appliances.kitchen.refrigerators,465.7,luxury,135,0.016260162601626018,119,2,2
1005062,xiaomi,electronics.smartphone,208.16,premium,134,0.025423728813559324,113,2,3
3601405,beko,appliances.kitchen.washer,187.88,premium,133,0.02608695652173913,109,3,3
1801929,samsung,electronics.video.tv,560.89,luxury,131,0.0,125,2,0
1005112,apple,electronics.smartphone,975.57,luxury,131,0.008403361344537815,114,4,1
5800792,unknown,electronics.audio.subwoofer,153.93,premium,129,0.05714285714285714,99,0,6
22700068,force,unknown,90.08,mid-range,128,0.03571428571428571,108,0,4
1004932,vivo,electronics.smartphone,463.31,luxury,128,0.0,128,0,0
3701134,bosch,appliances.environment.vacuum,105.28,mid-range,128,0.008064516129032258,123,0,1
1004837,xiaomi,electronics.smartphone,322.44,luxury,126,0.0,123,1,0
4804409,elari,electronics.audio.headphone,66.87,mid-range,126,0.04716981132075472,101,0,5
1004795,xiaomi,electronics.smartphone,244.25,premium,126,0.04716981132075472,101,0,5
1004436,samsung,electronics.smartphone,190.46,premium,125,0.03669724770642202,105,0,4
5701128,unknown,auto.accessories.player,51.48,mid-range,123,0.02702702702702703,108,0,3
12703498,cordiant,unknown,38.35,budget,123,0.017391304347826087,113,0,2
1307188,hp,computers.notebook,285.51,luxury,123,0.037383177570093455,103,0,4
1005129,apple,electronics.smartphone,1413.16,luxury,121,0.020202020202020204,90,7,2
1005017,huawei,electronics.smartphone,95.11,mid-range,121,0.0,118,1,0
15100148,lider,unknown,369.1,luxury,118,0.01818181818181818,108,0,2
26300076,lucente,unknown,215.71,premium,117,0.01834862385321101,107,0,2
1801860,kivi,electronics.video.tv,190.45,premium,117,0.009345794392523364,103,3,1
15100009,unknown,unknown,321.73,luxury,117,0.039603960396039604,97,0,4
1005144,apple,electronics.smartphone,1747.79,luxury,116,0.08536585365853659,72,3,7
1005072,samsung,electronics.smartphone,1044.09,luxury,116,0.009615384615384616,99,4,1
1004226,apple,electronics.smartphone,1013.72,luxury,115,0.03614457831325301,70,10,3
1004751,samsung,electronics.smartphone,197.43,premium,114,0.0,102,4,0
12710449,triangle,unknown,42.21,budget,114,0.00909090909090909,109,0,1
1003363,apple,electronics.smartphone,535.38,luxury,113,0.053763440860215055,88,0,5
15100370,unknown,unknown,257.15,premium,113,0.009174311926605505,108,0,1
3700278,samsung,appliances.environment.vacuum,64.32,mid-range,113,0.009174311926605505,108,0,1
1307189,lenovo,computers.notebook,411.83,luxury,113,0.009174311926605505,108,0,1
1307074,acer,computers.notebook,772.19,luxury,113,0.019417475728155338,100,1,2
1004038,xiaomi,electronics.smartphone,151.35,premium,112,0.01,95,4,1
3700766,samsung,appliances.environment.vacuum,128.45,premium,112,0.07692307692307693,67,5,6
1004958,xiaomi,electronics.smartphone,360.08,luxury,111,0.05747126436781609,80,2,5
6200315,elenberg,appliances.environment.air_heater,33.44,budget,111,0.019417475728155338,101,0,2
1004144,xiaomi,electronics.smartphone,128.38,premium,110,0.031914893617021274,89,2,3
1307366,lenovo,computers.notebook,248.62,premium,110,0.030612244897959183,95,0,3
1004775,xiaomi,electronics.smartphone,181.99,premium,110,0.021739130434782608,85,5,2
1306359,acer,computers.notebook,643.49,luxury,110,0.06976744186046512,80,0,6
1004434,samsung,electronics.smartphone,257.15,premium,108,0.02,98,0,2
1005106,apple,electronics.smartphone,1541.87,luxury,108,0.0625,71,4,5
2701657,beko,appliances.kitchen.refrigerators,257.04,premium,107,0.031578947368421054,92,0,3
1005136,apple,electronics.smartphone,2056.68,luxury,106,0.01,98,1,1
5100563,samsung,electronics.clocks,259.98,luxury,106,0.047619047619047616,77,3,4
1005103,xiaomi,electronics.smartphone,102.66,mid-range,105,0.011235955056179775,82,6,1
4700630,unknown,auto.accessories.videoregister,30.86,budget,105,0.021505376344086023,89,2,2
1004247,apple,electronics.smartphone,809.72,luxury,104,0.03409090909090909,83,2,3
1005064,xiaomi,electronics.smartphone,208.23,premium,104,0.010869565217391304,87,4,1
1801712,lg,electronics.video.tv,365.49,luxury,104,0.03409090909090909,83,2,3
2601810,artel,unknown,155.29,premium,103,0.0,103,0,0
1307370,acer,computers.notebook,257.15,premium,102,0.02127659574468085,92,0,2
4100346,sony,unknown,393.58,luxury,102,0.021739130434782608,89,1,2
1004648,samsung,electronics.smartphone,621.44,luxury,102,0.03409090909090909,84,1,3
1801805,artel,electronics.video.tv,256.89,premium,102,0.08333333333333333,63,3,6
1004446,samsung,electronics.smartphone,89.32,mid-range,102,0.05128205128205128,70,4,4
26402365,lucente,unknown,103.73,mid-range,102,0.01020408163265306,97,0,1
1003285,samsung,electronics.smartphone,602.07,luxury,102,0.02127659574468085,92,0,2
1004322,huawei,electronics.smartphone,303.7,luxury,101,0.0,101,0,0
5100855,apple,electronics.clocks,617.52,luxury,100,0.05,74,2,4
22700524,force,unknown,241.96,premium,100,0.010416666666666666,95,0,1
1200957,samsung,electronics.tablet,115.41,premium,100,0.06944444444444445,63,4,5
1307135,hp,computers.notebook,320.35,luxury,100,0.010416666666666666,95,0,1
2601860,artel,unknown,123.61,premium,99,0.02197802197802198,89,0,2
1004740,xiaomi,electronics.smartphone,218.51,premium,99,0.034482758620689655,84,0,3
3601437,lg,appliances.kitchen.washer,380.85,luxury,99,0.02197802197802198,89,0,2
31500231,luminarc,unknown,39.64,budget,99,0.010526315789473684,94,0,1
1004259,apple,electronics.smartphone,817.91,luxury,99,0.03896103896103896,69,5,3
1002528,apple,electronics.smartphone,643.23,luxury,99,0.022988505747126436,83,2,2
26400193,unknown,unknown,245.31,premium,98,0.010638297872340425,93,0,1
5100572,apple,electronics.clocks,419.6,luxury,98,0.08333333333333333,65,1,6
1004562,meizu,electronics.smartphone,101.65,mid-range,98,0.023809523809523808,79,3,2
4100129,sony,unknown,463.02,luxury,97,0.0273972602739726,63,8,2
1003965,samsung,electronics.smartphone,720.46,luxury,97,0.010752688172043012,92,0,1
1003768,huawei,electronics.smartphone,485.54,luxury,97,0.010752688172043012,92,0,1
1306560,lenovo,computers.notebook,488.82,luxury,97,0.010752688172043012,92,0,1
2900536,elenberg,appliances.kitchen.microwave,51.46,mid-range,96,0.05,76,0,4
5100566,apple,electronics.clocks,453.27,luxury,96,0.0125,73,6,1
1004723,huawei,electronics.smartphone,130.62,premium,96,0.039473684210526314,69,4,3
6000227,starline,auto.accessories.alarm,157.53,premium,96,0.0375,75,2,3
3300349,redmond,unknown,64.09,mid-range,96,0.024390243902439025,77,3,2
1004779,xiaomi,electronics.smartphone,140.85,premium,96,0.023809523809523808,80,2,2
5801218,unknown,electronics.audio.subwoofer,43.73,budget,95,0.0,92,1,0
1004655,samsung,electronics.smartphone,794.59,luxury,95,0.011764705882352941,81,3,1
22700067,force,unknown,86.23,mid-range,95,0.01098901098901099,90,0,1
1004849,huawei,electronics.smartphone,962.03,luxury,94,0.011904761904761904,80,3,1
3200549,dauscher,appliances.kitchen.meat_grinder,25.71,budget,94,0.0,94,0,0
21404397,unknown,electronics.clocks,25.48,budget,94,0.011111111111111112,89,0,1
1005002,huawei,electronics.smartphone,258.29,luxury,93,0.0,84,3,0
2601299,dauscher,unknown,430.38,luxury,93,0.0,93,0,0
1004887,oppo,electronics.smartphone,153.02,premium,93,0.0547945205479452,67,2,4
31501046,luminarc,unknown,108.09,mid-range,93,0.0,93,0,0
1004205,xiaomi,electronics.smartphone,128.59,premium,93,0.024096385542168676,80,1,2
34800156,unknown,unknown,21.42,budget,93,0.0,93,0,0
3701084,xiaomi,appliances.environment.vacuum,435.78,luxury,92,0.012195121951219513,78,3,1
5100718,samsung,electronics.clocks,150.95,premium,92,0.011363636363636364,87,0,1
1306797,acer,computers.notebook,283.12,luxury,92,0.023809523809523808,82,0,2
6000157,starline,auto.accessories.alarm,91.12,mid-range,91,0.011764705882352941,83,1,1
1004902,oppo,electronics.smartphone,592.01,luxury,91,0.011764705882352941,83,1,1
15100008,bts,unknown,488.82,luxury,91,0.011494252873563218,86,0,1
1004199,xiaomi,electronics.smartphone,334.24,luxury,90,0.0,90,0,0
5100719,samsung,electronics.clocks,151.61,premium,90,0.0,90,0,0
1307004,lenovo,computers.notebook,290.61,luxury,90,0.011627906976744186,85,0,1
1003712,samsung,electronics.smartphone,746.48,luxury,90,0.024390243902439025,80,0,2
1004161,xiaomi,electronics.smartphone,96.53,mid-range,89,0.07462686567164178,61,1,5
26300089,lucente,unknown,271.82,luxury,89,0.024691358024691357,79,0,2
1004530,samsung,electronics.smartphone,396.15,luxury,89,0.0,89,0,0
1200947,samsung,electronics.tablet,115.41,premium,88,0.0625,56,4,4
11400268,xiaomi,unknown,21.09,budget,88,0.013888888888888888,65,6,1
3601522,lg,appliances.kitchen.washer,285.69,luxury,88,0.05714285714285714,65,1,4
1801892,yasin,electronics.video.tv,115.7,premium,87,0.012345679012345678,79,1,1
14701435,unknown,furniture.living_room.cabinet,205.9,premium,87,0.02531645569620253,77,0,2
1801806,artel,electronics.video.tv,124.45,premium,87,0.0,87,0,0
15100350,unknown,unknown,321.73,luxury,87,0.012048192771084338,82,0,1
4700478,sho-me,auto.accessories.videoregister,142.86,premium,86,0.02702702702702703,70,2,2
1004255,apple,electronics.smartphone,745.67,luxury,85,0.0136986301369863,68,4,1
5700384,pioneer,auto.accessories.player,123.56,premium,85,0.012345679012345678,80,0,1
1004991,vivo,electronics.smartphone,231.64,premium,85,0.0273972602739726,69,2,2
1004505,xiaomi,electronics.smartphone,463.07,luxury,85,0.0,85,0,0
1004449,xiaomi,electronics.smartphone,205.67,premium,85,0.0,76,3,0
1005016,samsung,electronics.smartphone,615.56,luxury,85,0.043478260869565216,64,2,3
1004497,nokia,electronics.smartphone,159.33,premium,85,0.012345679012345678,80,0,1
1005009,xiaomi,electronics.smartphone,90.59,mid-range,84,0.013157894736842105,73,2,1
22700128,stels,unknown,69.24,mid-range,84,0.0,81,1,0
3601489,samsung,appliances.kitchen.washer,476.18,luxury,84,0.0125,79,0,1
1801849,samsung,electronics.video.tv,635.25,luxury,84,0.013888888888888888,67,4,1
26402783,unknown,unknown,51.22,mid-range,83,0.04225352112676056,68,0,3
6200035,elenberg,appliances.environment.air_heater,56.6,mid-range,83,0.012658227848101266,78,0,1
1005066,xiaomi,electronics.smartphone,234.67,premium,83,0.0,77,2,0
1004211,samsung,electronics.smartphone,97.79,mid-range,83,0.06349206349206349,57,2,4
1005130,apple,electronics.smartphone,1619.09,luxury,83,0.06349206349206349,57,2,4
1004432,samsung,electronics.smartphone,169.86,premium,82,0.0,82,0,0
19200005,huter,construction.tools.saw,92.13,mid-range,82,0.016666666666666666,50,9,1
1002542,apple,electronics.smartphone,475.95,luxury,82,0.04411764705882353,64,1,3
1307187,acer,computers.notebook,864.86,luxury,82,0.013513513513513514,71,2,1
1307336,asus,computers.notebook,357.26,luxury,82,0.0,82,0,0
1004946,oneplus,electronics.smartphone,746.22,luxury,82,0.06060606060606061,62,0,4
1306653,lenovo,computers.notebook,359.08,luxury,81,0.012987012987012988,76,0,1
6200514,ballu,appliances.environment.air_heater,15.42,budget,81,0.012987012987012988,76,0,1
21401211,casio,electronics.clocks,82.37,mid-range,81,0.0,81,0,0
1004670,samsung,electronics.smartphone,1286.75,luxury,81,0.0273972602739726,71,0,2
22700299,aeroforce,unknown,172.46,premium,80,0.027777777777777776,70,0,2
5000691,chayka,appliances.sewing_machine,92.64,mid-range,80,0.04411764705882353,65,0,3
1004564,meizu,electronics.smartphone,133.59,premium,80,0.013157894736842105,75,0,1
5000356,janome,appliances.sewing_machine,167.03,premium,79,0.028169014084507043,69,0,2
1003535,samsung,electronics.smartphone,460.5,luxury,79,0.028169014084507043,69,0,2
1801581,yasin,electronics.video.tv,374.5,luxury,79,0.028169014084507043,69,0,2
1004808,xiaomi,electronics.smartphone,167.31,premium,78,0.0,69,3,0
1005119,apple,electronics.smartphone,1027.05,luxury,78,0.029411764705882353,65,1,2
1004661,samsung,electronics.smartphone,885.07,luxury,78,0.014705882352941176,64,3,1
15100371,sv,unknown,308.63,luxury,78,0.0,78,0,0
12718062,unknown,unknown,32.43,budget,78,0.013513513513513514,73,0,1
1004850,huawei,electronics.smartphone,668.91,luxury,78,0.04838709677419355,57,2,3
26300075,lucente,unknown,198.2,premium,77,0.0136986301369863,72,0,1
1004147,xiaomi,electronics.smartphone,89.84,mid-range,77,0.028985507246376812,67,0,2
2601413,artel,unknown,153.93,premium,77,0.0136986301369863,72,0,1
1004460,xiaomi,electronics.smartphone,231.64,premium,77,0.0,77,0,0
22700193,stels,unknown,82.37,mid-range,76,0.013888888888888888,71,0,1
1801901,samsung,electronics.video.tv,637.85,luxury,76,0.03125,60,2,2
16500007,omron,unknown,62.52,mid-range,76,0.013888888888888888,71,0,1
15700176,bts,unknown,231.64,premium,76,0.0,76,0,0
3900003,ariston,appliances.environment.water_heater,120.46,premium,76,0.07142857142857142,50,2,4
1004791,xiaomi,electronics.smartphone,142.86,premium,76,0.0,70,2,0
1002532,apple,electronics.smartphone,642.69,luxury,76,0.014285714285714285,68,1,1
1304297,apple,computers.notebook,1068.21,luxury,76,0.046875,61,0,3
26300354,lucente,unknown,724.86,luxury,76,0.046875,61,0,3
1307069,acer,computers.notebook,513.81,luxury,75,0.06779661016949153,55,0,4
1004867,xiaomi,electronics.smartphone,452.81,luxury,75,0.03076923076923077,62,1,2
1004848,huawei,electronics.smartphone,676.95,luxury,75,0.014084507042253521,70,0,1
1003709,samsung,electronics.smartphone,715.02,luxury,75,0.0,75,0,0
1005178,unknown,electronics.smartphone,0.0,unknown,75,0.047619047619047616,60,0,3
2800007,atlant,appliances.kitchen.refrigerators,257.15,premium,74,0.014285714285714285,69,0,1
4803879,xiaomi,electronics.audio.headphone,71.3,mid-range,74,0.0,74,0,0
3100917,redmond,appliances.kitchen.blender,59.18,mid-range,74,0.04838709677419355,59,0,3
15901906,dauscher,unknown,12.02,budget,73,0.014492753623188406,68,0,1
1004575,xiaomi,electronics.smartphone,463.31,luxury,73,0.0,73,0,0
3700779,xiaomi,appliances.environment.vacuum,299.88,luxury,73,0.01818181818181818,47,7,1
1304409,apple,computers.notebook,1402.87,luxury,73,0.014492753623188406,68,0,1
3601438,beko,appliances.kitchen.washer,208.19,premium,73,0.0,73,0,0
26300080,lucente,unknown,403.87,luxury,73,0.04918032786885246,58,0,3
17200570,unknown,furniture.living_room.sofa,437.33,luxury,73,0.0,73,0,0
3701162,bosch,appliances.environment.vacuum,110.66,premium,73,0.014492753623188406,68,0,1
6200690,oasis,appliances.environment.air_heater,37.81,budget,72,0.05,57,0,3
1306949,acer,computers.notebook,486.47,luxury,72,0.0,72,0,0
26300187,lucente,unknown,607.48,luxury,72,0.0,72,0,0
1003770,huawei,electronics.smartphone,182.99,premium,72,0.03125,62,0,2
12709953,triangle,unknown,46.33,budget,72,0.03125,62,0,2
1004937,vivo,electronics.smartphone,167.29,premium,72,0.0,69,1,0
3900815,ariston,appliances.environment.water_heater,133.82,premium,71,0.06666666666666667,35,7,3
1307179,lenovo,computers.notebook,720.71,luxury,71,0.014925373134328358,66,0,1
5701037,swat,auto.accessories.player,100.39,mid-range,71,0.0,71,0,0
1005166,xiaomi,electronics.smartphone,321.5,luxury,71,0.0,71,0,0
26300077,lucente,unknown,237.33,premium,71,0.05084745762711865,56,0,3
1480163,acer,computers.desktop,617.0,luxury,71,0.0,71,0,0
1005018,huawei,electronics.smartphone,95.87,mid-range,71,0.05454545454545454,50,2,3
1004033,meizu,electronics.smartphone,203.35,premium,70,0.03225806451612903,60,0,2
