user_id,total_interactions,purchase,view,cart,avg_price,activity_level,top_category,top_brand
516648803,11,0,11,0,347.1281818181818,high,unknown,unknown
518009404,3,0,3,0,1145.08,low,electronics.smartphone,apple
513593293,6,0,6,0,204.54833333333332,medium,electronics.smartphone,samsung
551060120,5,0,4,1,179.302,medium,electronics.smartphone,samsung
550966803,26,0,26,0,171.1880769230769,high,electronics.smartphone,xiaomi
555532177,4,0,4,0,110.51750000000001,low,auto.accessories.alarm,starline
545983736,25,1,24,0,132.2384,high,electronics.smartphone,xiaomi
555673758,6,0,5,1,120.79833333333333,medium,electronics.smartphone,samsung
518721893,4,0,4,0,392.52,low,electronics.smartphone,vivo
531011309,18,0,18,0,218.0388888888889,high,apparel.shoes.keds,unknown
512913547,3,0,3,0,308.5433333333333,low,electronics.clocks,unknown
553647234,6,0,6,0,332.9766666666667,medium,unknown,unknown
555486370,13,0,13,0,484.86846153846153,high,unknown,apple
516940763,4,0,4,0,815.32,low,electronics.smartphone,apple
514303910,3,0,3,0,91.71666666666665,low,unknown,unknown
513868730,11,0,11,0,224.24818181818182,high,unknown,unknown
512974882,9,0,9,0,554.9455555555555,medium,computers.notebook,xiaomi
536761434,11,0,11,0,144.6381818181818,high,electronics.smartphone,xiaomi
518402015,3,0,3,0,488.9866666666667,low,unknown,casio
512547437,23,0,23,0,267.7973913043478,high,auto.accessories.player,alpine
555605508,9,0,9,0,717.1944444444445,medium,electronics.smartphone,apple
554975599,14,0,14,0,773.0164285714285,high,electronics.clocks,xiaomi
546156917,20,0,19,1,691.763,high,electronics.smartphone,apple
555612560,8,0,8,0,112.66999999999999,medium,unknown,salamander
515706285,2,0,2,0,15.34,low,appliances.kitchen.blender,galaxy
515917937,4,0,4,0,579.1525,low,electronics.smartphone,samsung
552315929,3,0,3,0,7.896666666666667,low,unknown,dermacol
512410187,4,1,3,0,58.839999999999996,low,appliances.iron,philips
555700975,3,0,3,0,638.6999999999999,low,electronics.smartphone,apple
538381137,3,0,3,0,465.5433333333333,low,unknown,bosch
534856282,4,0,4,0,914.19,low,electronics.smartphone,apple
536281584,11,0,11,0,222.62818181818184,high,unknown,panasonic
516691935,8,0,8,0,123.49125000000001,medium,unknown,unknown
555515926,6,0,6,0,23.13,medium,electronics.audio.headphone,xiaomi
523118890,8,0,8,0,51.13375,medium,appliances.environment.vacuum,hoover
514939685,13,0,13,0,152.10999999999996,high,unknown,unknown
517946880,4,1,3,0,360.08,low,electronics.smartphone,apple
554814726,3,0,3,0,237.43666666666664,low,electronics.smartphone,oppo
513473694,3,0,3,0,86.87666666666667,low,electronics.clocks,unknown
526926727,9,0,9,0,410.34777777777776,medium,appliances.sewing_machine,bernina
545863828,3,0,3,0,40.06,low,electronics.clocks,casio
518595963,3,0,3,0,78.92999999999999,low,accessories.bag,karya
512841662,10,0,10,0,637.925,high,unknown,unknown
514279993,3,0,3,0,30.539999999999996,low,appliances.environment.air_heater,ballu
527016138,5,0,5,0,524.162,medium,electronics.video.tv,lg
515506286,7,0,7,0,81.38285714285715,medium,appliances.kitchen.mixer,polaris
530521319,3,0,3,0,489.4333333333334,low,unknown,hubert
555563846,3,0,3,0,71.79,low,unknown,vitek
519616319,6,0,6,0,35.809999999999995,medium,unknown,crown
545389688,4,0,4,0,222.8225,low,electronics.smartphone,samsung
512778470,3,0,3,0,468.3833333333334,low,electronics.smartphone,samsung
552344618,8,0,8,0,100.8375,medium,appliances.environment.vacuum,samsung
555564578,4,0,4,0,97.80000000000001,low,electronics.audio.acoustic,stagg
535725650,4,0,4,0,25.46,low,electronics.audio.headphone,harper
525500574,2,0,2,0,322.38500000000005,low,appliances.ironing_board,nika
538408832,6,0,6,0,269.6683333333333,medium,furniture.bedroom.bed,sv
516869458,7,0,7,0,334.9914285714285,medium,computers.notebook,lenovo
547428857,6,0,6,0,80.32833333333333,medium,apparel.shoes.keds,nike
533559903,8,0,8,0,367.71124999999995,medium,electronics.smartphone,xiaomi
515539330,11,0,11,0,1216.562727272727,high,electronics.smartphone,samsung
536024508,4,0,4,0,45.167500000000004,low,unknown,viatti
516512910,5,0,5,0,230.82200000000003,medium,electronics.smartphone,xiaomi
514893581,11,0,11,0,99.96363636363635,high,unknown,cordiant
550409715,3,0,3,0,102.86,low,electronics.smartphone,huawei
530165332,18,0,18,0,216.49055555555557,high,unknown,carlsbad
523115538,3,0,3,0,394.6666666666667,low,appliances.kitchen.dishwasher,samsung
514220446,3,0,3,0,430.39000000000004,low,electronics.smartphone,google
543676870,8,0,8,0,284.1625,medium,computers.components.videocards,unknown
550964000,5,0,5,0,218.42799999999997,medium,electronics.smartphone,samsung
525060718,11,2,9,0,257.7327272727273,high,computers.notebook,lenovo
512704777,6,0,6,0,551.5316666666666,medium,electronics.smartphone,vivo
555496500,8,0,8,0,662.7,medium,computers.notebook,acer
543632907,8,0,8,0,92.04375,medium,unknown,stels
519208800,4,0,4,0,792.0849999999999,low,computers.notebook,acer
541185437,16,0,16,0,263.54125,high,electronics.smartphone,xiaomi
516450951,8,1,7,0,327.44374999999997,medium,electronics.smartphone,samsung
554161905,3,0,3,0,35.56333333333333,low,unknown,chicco
555662338,5,0,5,0,815.908,medium,computers.notebook,hp
546490499,4,0,4,0,412.38500000000005,low,unknown,unknown
520558810,4,0,4,0,51.834999999999994,low,unknown,vega
512480124,11,0,11,0,649.4136363636363,high,electronics.smartphone,samsung
534102653,41,0,41,0,36.01025,high,unknown,unknown
533312870,18,0,18,0,185.28388888888892,high,appliances.sewing_machine,janome
513953648,8,0,8,0,40.260000000000005,medium,appliances.environment.air_heater,galaxy
518339534,6,0,6,0,335.28,medium,electronics.smartphone,xiaomi
548341193,5,0,5,0,237.984,medium,electronics.clocks,xiaomi
546867320,9,0,8,1,116.8411111111111,medium,electronics.smartphone,huawei
513865990,10,0,10,0,106.60666666666667,high,electronics.smartphone,stels
515879661,7,1,6,0,26.081428571428575,medium,appliances.personal.hair_cutter,elenberg
545672991,5,0,5,0,216.71400000000003,medium,unknown,unknown
513635483,3,0,3,0,215.70333333333335,low,unknown,skad
516398159,39,0,39,0,440.46,high,unknown,unknown
542705816,32,0,32,0,218.63125000000002,high,unknown,unknown
515138500,4,0,4,0,116.45499999999998,low,electronics.smartphone,samsung
513914863,4,0,4,0,250.1875,low,unknown,unknown
539640766,7,0,7,0,217.56285714285715,medium,electronics.video.tv,philips
512365995,24,0,24,0,382.63041666666663,high,electronics.smartphone,apple
552727055,4,0,4,0,557.1425,low,unknown,unknown
541233576,4,1,3,0,83.6675,low,apparel.shoes,unknown
517426368,3,0,3,0,159.12,low,unknown,lg
549793621,5,0,5,0,104.346,medium,electronics.smartphone,xiaomi
543959218,7,1,6,0,218.65714285714287,medium,appliances.environment.air_heater,electrolux
521367864,7,0,7,0,329.12,medium,unknown,unknown
555298881,7,0,7,0,126.14857142857144,medium,unknown,lucente
555319244,6,0,6,0,403.41499999999996,medium,unknown,unknown
532325823,9,0,9,0,347.4133333333333,medium,electronics.smartphone,xiaomi
548234149,3,0,1,2,154.42,low,electronics.smartphone,samsung
514022825,3,0,3,0,46.77,low,auto.accessories.player,clarion
538175543,8,0,8,0,95.56125,medium,auto.accessories.player,pioneer
536104105,3,0,3,0,629.71,low,electronics.smartphone,apple
551809736,3,0,3,0,389.17,low,unknown,boyscout
517080261,9,0,9,0,111.66,medium,apparel.shoes.keds,nike
553778707,4,0,4,0,114.705,low,electronics.audio.headphone,elari
518158132,4,0,4,0,59.55499999999999,low,unknown,unknown
517017278,5,0,5,0,233.41,medium,appliances.environment.vacuum,xiaomi
551343722,7,0,7,0,311.0242857142857,medium,appliances.kitchen.oven,bosch
513752901,4,0,4,0,8.2925,low,electronics.audio.headphone,panasonic
513276304,4,0,4,0,56.3525,low,unknown,polaris
547866240,4,0,4,0,144.40499999999997,low,unknown,unknown
523487233,3,0,3,0,31.49,low,electronics.clocks,casio
517078561,10,0,10,0,404.354,high,furniture.living_room.sofa,unknown
552675671,4,0,4,0,135.0875,low,electronics.audio.acoustic,samsung
521734625,3,0,3,0,297.37,low,electronics.clocks,xiaomi
515408188,8,0,8,0,44.01875,medium,appliances.iron,redmond
520101264,4,0,3,1,1338.8200000000002,low,electronics.smartphone,apple
519452585,7,0,7,0,164.06285714285715,medium,electronics.smartphone,nokia
535900014,4,0,4,0,113.7625,low,unknown,unknown
515547719,3,0,3,0,213.97,low,electronics.smartphone,samsung
514139300,3,0,3,0,262.37333333333333,low,furniture.living_room.cabinet,unknown
529513519,10,0,10,0,55.04100000000001,high,unknown,unknown
519954134,7,0,7,0,129.89714285714285,medium,auto.accessories.player,bosch
548772130,3,0,3,0,211.94333333333336,low,electronics.smartphone,xiaomi
513963245,6,0,6,0,152.255,medium,unknown,unknown
553063212,10,0,10,0,190.211,high,appliances.kitchen.refrigerators,unknown
543516435,5,0,5,0,421.88,medium,computers.peripherals.keyboard,defender
513273607,23,0,23,0,222.77608695652177,high,electronics.video.tv,haier
528061911,10,0,10,0,210.58800000000002,high,electronics.smartphone,samsung
526184485,11,0,11,0,64.55545454545454,high,appliances.environment.air_heater,oasis
546057205,5,0,5,0,51.88399999999999,medium,appliances.environment.air_heater,ballu
516997823,6,0,6,0,1820.0283333333334,medium,computers.notebook,lenovo
527078510,2,0,2,0,240.56,low,accessories.bag,baden
513706026,9,0,9,0,108.44777777777779,medium,appliances.kitchen.oven,artel
526036242,3,0,3,0,178.21,low,unknown,unknown
518473223,7,0,7,0,497.59142857142854,medium,computers.desktop,lucente
534092811,4,0,4,0,505.32250000000005,low,electronics.clocks,apple
514971132,5,0,5,0,99.03999999999999,medium,electronics.audio.headphone,xiaomi
513751873,3,0,3,0,42.73,low,unknown,capcom
550022351,3,0,3,0,131.10666666666668,low,electronics.audio.subwoofer,unknown
537310267,3,0,3,0,219.50666666666666,low,unknown,artel
518380274,9,0,9,0,427.36333333333334,medium,appliances.kitchen.washer,bosch
512437115,3,0,3,0,719.14,low,computers.desktop,hp
514551839,19,0,16,3,288.6063157894737,high,electronics.smartphone,huawei
513494378,15,0,15,0,148.37733333333333,high,unknown,unknown
526877564,9,0,9,0,249.29888888888888,medium,electronics.smartphone,samsung
527261198,3,0,3,0,112.17999999999999,low,unknown,samsung
513010110,4,0,3,1,634.62,low,appliances.environment.water_heater,ariston
517224744,4,0,4,0,242.06250000000003,low,appliances.kitchen.refrigerators,atlant
513457523,41,1,40,0,90.34999999999998,high,appliances.kitchen.washer,artel
554952923,8,0,8,0,206.1625,medium,appliances.kitchen.refrigerators,dauscher
532696325,26,0,26,0,67.34923076923077,high,appliances.iron,vitek
555687320,3,0,3,0,1185.7233333333334,low,unknown,unknown
540246150,3,0,3,0,310.2366666666667,low,unknown,unknown
544503122,6,2,2,2,200.94333333333336,medium,electronics.smartphone,xiaomi
516198721,26,0,26,0,164.45499999999998,high,unknown,unknown
555538503,4,0,2,2,154.42,low,electronics.smartphone,samsung
512826985,11,0,11,0,244.4363636363636,high,electronics.smartphone,unknown
519614288,5,0,5,0,60.676,medium,appliances.iron,redmond
522251790,10,1,9,0,176.72199999999998,high,appliances.environment.vacuum,samsung
523379797,20,0,20,0,56.017999999999994,high,unknown,cordiant
554527566,4,0,4,0,76.86749999999999,low,unknown,voltman
514679379,3,0,3,0,46.59,low,unknown,cordiant
555674347,8,0,8,0,266.16,medium,electronics.smartphone,samsung
550486495,5,0,5,0,788.4359999999999,medium,sport.bicycle,giant
533712528,6,0,6,0,222.67166666666665,medium,unknown,daisy
536965831,11,0,11,0,51.56454545454546,high,unknown,xiaomi
512599662,3,0,3,0,162.85,low,unknown,skad
528333231,20,0,20,0,545.96,high,electronics.video.tv,unknown
539338912,3,0,3,0,220.89,low,unknown,gefest
555538848,10,0,10,0,109.19099999999999,high,auto.accessories.player,alpine
504429960,5,1,4,0,275.66,medium,appliances.kitchen.microwave,korting
549717389,3,0,3,0,477.91333333333336,low,electronics.smartphone,samsung
518303984,15,0,15,0,884.8473333333332,high,electronics.smartphone,samsung
520585838,2,0,1,1,189.91,low,electronics.audio.headphone,apple
550749893,10,0,10,0,344.09299999999996,high,furniture.living_room.sofa,unknown
527323077,3,0,3,0,54.74,low,apparel.shoes,respect
514561321,11,0,11,0,140.69636363636366,high,furniture.living_room.cabinet,unknown
549053683,21,0,20,1,66.87380952380953,high,electronics.tablet,lenovo
551858314,3,0,3,0,56.53666666666666,low,apparel.shoes.keds,respect
550595990,22,0,22,0,413.43454545454546,high,unknown,unknown
555584419,7,0,7,0,453.3742857142857,medium,electronics.smartphone,apple
550644371,14,0,14,0,152.71928571428572,high,computers.components.videocards,palit
554900816,5,0,5,0,606.0640000000001,medium,electronics.smartphone,apple
554533678,3,0,3,0,734.54,low,electronics.smartphone,apple
537166572,8,0,8,0,318.22999999999996,medium,apparel.shoes,unknown
555531558,3,0,3,0,13.47,low,unknown,unknown
555661315,11,0,11,0,171.11363636363637,high,auto.accessories.player,alpine
516632627,6,0,6,0,57.56333333333333,medium,unknown,svc
555506122,7,1,6,0,102.98714285714287,medium,appliances.environment.vacuum,karcher
525332813,14,0,14,0,780.1135714285713,high,computers.notebook,dell
542651129,5,0,5,0,326.028,medium,computers.notebook,acer
517202455,43,1,42,0,87.25162790697674,high,unknown,jetpik
552532316,4,0,4,0,1026.925,low,electronics.smartphone,apple
534453075,3,0,3,0,154.34,low,electronics.audio.headphone,samsung
546475147,8,0,8,0,104.87375,medium,electronics.video.tv,yasin
552668944,4,0,4,0,505.1025,low,apparel.underwear,milavitsa
551903691,5,0,5,0,519.994,medium,electronics.smartphone,samsung
541019034,5,0,5,0,193.88,medium,unknown,viatti
515256337,10,0,10,0,156.276,high,electronics.smartphone,xiaomi
515327671,3,0,3,0,314.55,low,unknown,brw
547833093,10,0,10,0,140.46,high,unknown,unknown
550655302,3,0,3,0,460.2066666666667,low,electronics.video.tv,samsung
513611029,73,1,70,2,770.4906849315068,high,computers.notebook,acer
513879811,2,0,2,0,540.53,low,furniture.living_room.sofa,unknown
513025819,4,0,4,0,26.0625,low,electronics.audio.headphone,defender
549106825,6,0,6,0,264.27,medium,unknown,unknown
555467614,5,0,5,0,612.5360000000001,medium,electronics.smartphone,sony
555462920,35,0,35,0,407.1054285714286,high,electronics.smartphone,sony
512704409,20,1,19,0,127.9385,high,auto.accessories.alarm,starline
513097121,6,0,6,0,14.483333333333333,medium,unknown,saturn
536080702,15,0,15,0,84.07666666666667,high,apparel.shoes,unknown
515770803,6,0,6,0,624.385,medium,electronics.smartphone,oneplus
555660790,12,0,12,0,97.11749999999999,high,unknown,unknown
540224557,12,0,12,0,62.20000000000001,high,electronics.tablet,prestigio
554000720,4,0,4,0,157.21499999999997,low,electronics.smartphone,xiaomi
513093544,23,0,23,0,119.49608695652175,high,computers.components.motherboard,intel
512847032,3,0,3,0,169.0,low,appliances.environment.water_heater,ariston
550762798,10,0,10,0,83.422,high,apparel.shoes,respect
553800220,5,0,5,0,499.204,medium,unknown,sv
516366934,3,0,3,0,179.14333333333332,low,electronics.smartphone,samsung
521027624,3,0,3,0,27.426666666666666,low,unknown,unknown
535568683,14,0,14,0,121.41499999999998,high,electronics.smartphone,xiaomi
528419365,7,0,6,1,113.54428571428572,medium,electronics.smartphone,samsung
517051449,14,0,14,0,538.0478571428572,high,computers.notebook,acer
516810731,18,0,18,0,40.99555555555556,high,auto.accessories.player,unknown
514152487,6,0,6,0,109.42333333333335,medium,auto.accessories.player,unknown
513860000,6,0,6,0,747.4033333333333,medium,electronics.smartphone,apple
521169631,9,0,9,0,380.41333333333336,medium,computers.notebook,acer
512737792,12,0,12,0,303.70166666666665,high,electronics.smartphone,xiaomi
548956193,7,0,7,0,332.2214285714286,medium,computers.desktop,zeta
513258619,5,0,4,1,735.792,medium,electronics.video.tv,samsung
548848437,4,1,3,0,58.805,low,unknown,kapsen
526823608,15,3,10,2,597.5326666666665,high,electronics.smartphone,apple
513445825,6,0,6,0,93.89333333333332,medium,appliances.kitchen.blender,redmond
519646335,6,0,6,0,204.19999999999996,medium,unknown,crown
523235342,8,0,8,0,165.0625,medium,unknown,rowenta
520461376,3,0,3,0,203.81999999999996,low,electronics.smartphone,huawei
513841783,4,0,4,0,1212.0774999999999,low,electronics.smartphone,apple
549288416,7,0,7,0,30.488571428571426,medium,electronics.telephone,texet
520227400,6,0,6,0,267.43,medium,appliances.environment.vacuum,ilife
530735887,6,0,6,0,173.1916666666667,medium,electronics.clocks,samsung
514189033,4,0,4,0,1028.195,low,electronics.smartphone,samsung
524618038,3,0,3,0,385.27666666666664,low,electronics.smartphone,samsung
551689137,4,0,4,0,118.46499999999999,low,unknown,luminarc
515362587,10,0,10,0,277.216,high,electronics.video.tv,samsung
518815408,10,0,10,0,137.32,high,electronics.smartphone,xiaomi
554596311,6,0,6,0,19.01,medium,unknown,aerocool
533005843,3,0,3,0,171.05000000000004,low,unknown,bosch
545071334,4,0,4,0,746.19,low,electronics.smartphone,apple
512461139,2,0,2,0,198.2,low,construction.tools.saw,stihl
553348875,7,0,7,0,460.65000000000003,medium,electronics.smartphone,samsung
463570586,20,0,20,0,102.5275,high,construction.tools.drill,bosch
554199941,18,0,17,1,132.38444444444445,high,electronics.smartphone,xiaomi
513328893,3,0,3,0,667.86,low,unknown,unknown
514193279,3,0,3,0,175.79333333333332,low,electronics.telephone,panasonic
515884276,6,0,6,0,114.36333333333334,medium,unknown,lux
536735298,10,0,10,0,29.436999999999994,high,electronics.telephone,nokia
516687085,6,0,6,0,1726.3400000000001,medium,electronics.smartphone,apple
555495877,5,0,5,0,337.87,medium,computers.notebook,lenovo
534074966,12,0,12,0,395.77416666666664,high,electronics.smartphone,samsung
549017109,9,1,5,3,366.27777777777777,medium,electronics.smartphone,samsung
515672925,18,0,18,0,94.865,high,apparel.shoes.keds,adidas
555482384,4,0,4,0,350.90250000000003,low,appliances.kitchen.refrigerators,indesit
555682409,6,0,6,0,389.584,medium,electronics.smartphone,samsung
516630916,4,0,2,2,120.7475,low,electronics.audio.headphone,samsung
532575396,3,0,3,0,22.653333333333336,low,unknown,unknown
517607875,5,0,5,0,72.474,medium,unknown,luminarc
552025639,3,0,3,0,602.1566666666666,low,auto.accessories.player,alpine
551349791,8,0,7,1,134.14625,medium,electronics.smartphone,xiaomi
512687894,3,0,3,0,661.9233333333333,low,electronics.smartphone,apple
545012370,4,0,4,0,184.135,low,appliances.kitchen.refrigerators,unknown
555255246,3,0,3,0,92.46666666666665,low,electronics.smartphone,meizu
555556136,16,0,16,0,455.5646666666666,high,auto.accessories.alarm,pandora
527054817,6,0,6,0,197.035,medium,electronics.smartphone,samsung
517950576,4,0,4,0,540.45,low,appliances.kitchen.washer,samsung
555708939,3,0,3,0,8.21,low,electronics.audio.headphone,xiaomi
526634430,4,0,4,0,71.16,low,construction.tools.saw,huter
544000492,11,1,10,0,404.340909090909,high,electronics.smartphone,samsung
519276703,4,0,4,0,93.56,low,unknown,crown
524862266,6,0,6,0,310.47333333333336,medium,electronics.audio.headphone,marshall
514961369,12,1,11,0,123.60000000000001,high,unknown,maxxis
515255455,3,0,3,0,1166.3866666666665,low,computers.notebook,lenovo
515247373,3,1,0,2,174.76,low,electronics.smartphone,samsung
547217871,3,0,3,0,453.79333333333335,low,electronics.smartphone,samsung
512723795,3,0,3,0,306.5733333333333,low,computers.notebook,unknown
540736252,12,0,12,0,73.27833333333334,high,unknown,redmond
555334137,15,1,14,0,142.77599999999998,high,unknown,lucente
515103884,3,0,3,0,351.6066666666666,low,furniture.living_room.cabinet,phoenix
518906730,3,0,3,0,222.73333333333332,low,furniture.living_room.cabinet,bts
524279035,4,0,4,0,824.7125000000001,low,computers.notebook,lenovo
512519910,12,0,12,0,48.52333333333333,high,electronics.audio.headphone,xiaomi
544645852,11,0,11,0,88.54818181818182,high,unknown,unknown
546825392,2,0,2,0,110.025,low,computers.desktop,microlab
518082611,6,0,6,0,364.8433333333333,medium,electronics.smartphone,etor
512453227,6,0,6,0,1564.8383333333334,medium,electronics.smartphone,apple
550864006,10,0,10,0,91.984,high,appliances.environment.vacuum,samsung
555702699,3,0,3,0,729.6199999999999,low,electronics.clocks,tissot
534419010,6,0,6,0,664.8083333333333,medium,electronics.smartphone,apple
524325494,2,0,2,0,101.16,low,furniture.kitchen.table,unknown
524435538,4,0,4,0,103.22,low,unknown,unknown
535242291,3,0,3,0,73.86666666666666,low,appliances.environment.air_heater,samsung
518613766,5,0,5,0,205.67200000000003,medium,electronics.smartphone,huawei
523389263,11,0,11,0,530.8218181818182,high,unknown,lucente
515549901,3,0,3,0,189.28,low,electronics.video.tv,artel
513068011,3,0,3,0,249.03,low,computers.notebook,lenovo
526699205,4,0,4,0,103.5825,low,appliances.kitchen.blender,braun
519175726,4,0,4,0,756.2475,low,unknown,unknown
555546479,12,0,12,0,732.815,high,electronics.smartphone,oneplus
555119233,5,2,0,3,230.00799999999998,medium,electronics.smartphone,samsung
518994224,5,0,5,0,20.089999999999996,medium,unknown,polaris
518606336,6,0,6,0,336.46,medium,furniture.living_room.cabinet,unknown
552948095,7,0,7,0,606.4357142857142,medium,electronics.smartphone,apple
515895575,2,0,2,0,83.62,low,electronics.audio.headphone,audio-technica
531413763,5,0,5,0,216.57399999999998,medium,unknown,unknown
526925790,11,0,11,0,107.52363636363634,high,appliances.environment.vacuum,bosch
515096419,4,0,4,0,611.465,low,unknown,unknown
513229968,3,0,3,0,44.599999999999994,low,furniture.kitchen.chair,selby
512891190,3,0,3,0,59.01,low,electronics.audio.headphone,huawei
515346188,5,0,5,0,209.91199999999998,medium,electronics.smartphone,samsung
526512450,10,0,10,0,363.32899999999995,high,electronics.smartphone,xiaomi
543994080,14,0,14,0,249.53214285714287,high,unknown,unknown
524131150,4,0,4,0,71.20750000000001,low,unknown,unknown
555474554,4,0,4,0,471.75749999999994,low,unknown,unknown
541160137,6,0,6,0,1498.8799999999999,medium,electronics.smartphone,apple
541526953,9,1,8,0,161.39555555555555,medium,appliances.kitchen.kettle,redmond
536389228,2,0,2,0,75.215,low,furniture.living_room.chair,joie
515628958,16,1,14,1,85.87312499999999,high,unknown,bosch
517444788,3,0,3,0,570.4033333333333,low,electronics.smartphone,samsung
514609405,13,0,13,0,280.6623076923077,high,unknown,unknown
523432243,3,0,3,0,66.84333333333333,low,unknown,unknown
513379484,5,0,5,0,630.8720000000001,medium,electronics.smartphone,apple
555506693,10,0,10,0,201.51100000000002,high,appliances.kitchen.refrigerators,unknown
518731715,8,0,8,0,72.775,medium,unknown,racer
513396951,11,0,11,0,42.66454545454545,high,unknown,triangle
512733075,11,0,11,0,400.2627272727272,high,furniture.living_room.cabinet,unknown
551678425,5,0,5,0,349.346,medium,auto.accessories.alarm,garmin
512452935,17,0,17,0,527.6017647058824,high,electronics.video.tv,lg
519487259,3,1,2,0,38.59,low,unknown,unknown
512377508,20,0,20,0,86.8305,high,unknown,unknown
553574907,15,0,15,0,888.3946666666666,high,computers.desktop,hp
550538721,9,0,9,0,47.24555555555556,medium,unknown,cordiant
536712726,2,0,2,0,118.125,low,appliances.kitchen.hob,dauscher
541615979,69,0,69,0,585.8550724637682,high,computers.notebook,lenovo
519155192,6,0,6,0,70.14999999999999,medium,electronics.telephone,panasonic
537129438,3,0,3,0,136.46333333333334,low,electronics.clocks,xiaomi
515092516,12,1,11,0,103.48916666666666,high,appliances.environment.vacuum,samsung
512803903,4,0,4,0,975.57,low,electronics.smartphone,apple
536035545,3,0,3,0,97.06,low,apparel.shoes.keds,nike
514852277,7,0,7,0,96.91,medium,construction.tools.saw,p.i.t.
554406522,4,0,4,0,414.94250000000005,low,unknown,unknown
518381033,4,0,4,0,148.42249999999999,low,electronics.smartphone,oppo
548572011,4,0,4,0,659.3375000000001,low,electronics.video.tv,xiaomi
536890496,13,0,12,1,47.370769230769234,high,appliances.environment.air_heater,oasis
543086333,3,0,3,0,297.48,low,computers.notebook,hp
539578056,10,0,10,0,23.448,high,unknown,maxwell
549315507,8,0,8,0,156.77999999999997,medium,electronics.smartphone,samsung
514818571,27,0,27,0,150.8411111111111,high,electronics.smartphone,xiaomi
552095032,7,0,7,0,153.91,medium,electronics.smartphone,xiaomi
514932183,12,1,10,1,182.51333333333332,high,electronics.smartphone,samsung
555670463,5,0,5,0,265.174,medium,unknown,sokolov
544877039,5,0,5,0,709.6320000000001,medium,electronics.smartphone,apple
553718213,9,0,9,0,262.30888888888893,medium,unknown,unknown
535502285,8,0,8,0,247.8825,medium,appliances.kitchen.washer,indesit
